"","airport_id","name","city","country","iata","icao","latitude","longitude","altitude","timezone","dst","database_timezone","type","source"
"YSD",8149,"Suffield Heliport","Suffield","Canada","YSD","CYSD",50.2667007446289,-111.182998657227,2525,"-7","A","America/Edmonton","airport","OurAirports"
"BNU",8152,"Blumenau Airport","BLUMENAU","Brazil","BNU","SSBL",-26.8306007385254,-49.0903015136719,60,"-3","S","America/Sao_Paulo","airport","OurAirports"
"YCC",8177,"Cornwall Regional Airport","Cornwall","Canada","YCC","CYCC",45.0928001403809,-74.5633010864258,175,"-5","A","America/Toronto","airport","OurAirports"
"IZA",8180,"Zona da Mata Regional Airport","Juiz de Fora","Brazil","IZA","SDZY",-21.5130558014,-43.1730575562,1348,"-3","S","America/Sao_Paulo","airport","OurAirports"
"MVL",8187,"Morrisville Stowe State Airport","Morrisville","United States","MVL","KMVL",44.5345993042,-72.6139984131,732,"-5","A","America/New_York","airport","OurAirports"
"RBD",8188,"Dallas Executive Airport","Dallas","United States","RBD","KRBD",32.6809005737,-96.8682022095,660,"-6","A","America/Chicago","airport","OurAirports"
"BXY",8192,"Krainiy Airport","Baikonur","Kazakhstan","BXY","UAOL",45.621994,63.210773,317,"6","U","Asia/Qyzylorda","airport","OurAirports"
"WST",8194,"Westerly State Airport","Washington County","United States","WST","KWST",41.3496017456,-71.8033981323,81,"-5","A","America/New_York","airport","OurAirports"
"BID",8195,"Block Island State Airport","Block Island","United States","BID","KBID",41.1680984497,-71.577796936,108,"-5","A","America/New_York","airport","OurAirports"
"NME",8199,"Nightmute Airport","Nightmute","United States","NME","PAGT",60.471000671387,-164.70100402832,4,"-9","A","America/Anchorage","airport","OurAirports"
"OOK",8200,"Toksook Bay Airport","Toksook Bay","United States","OOK","PAOO",60.54140091,-165.0870056,59,"-9","A","America/Anchorage","airport","OurAirports"
"OBY",8208,"Ittoqqortoormiit Heliport","Ittoqqortoormiit","Greenland","OBY","BGSC",70.4882288244,-21.9716799259,238,"-1","U","America/Scoresbysund","airport","OurAirports"
"VIN",8209,"Vinnytsia/Gavyryshivka Airport","Vinnitsa","Ukraine","VIN","UKWW",49.242531,28.613778,961,"2","E","Europe/Kiev","airport","OurAirports"
"BGE",8215,"Decatur County Industrial Air Park","Bainbridge","United States","BGE","KBGE",30.9715004,-84.63739777,141,"-5","A","America/New_York","airport","OurAirports"
"ZGS",8216,"La Romaine Airport","La Romaine","Canada","ZGS","CTT5",50.259701,-60.679401,90,"-4","A","America/Blanc-Sablon","airport","OurAirports"
"ZKG",8217,"Kegaska Airport","Kegaska","Canada","ZKG","CTK6",50.1958007812,-61.2658004761,32,"-4","A","America/Blanc-Sablon","airport","OurAirports"
"YBI",8218,"Black Tickle Airport","Black Tickle","Canada","YBI","CCE4",53.4693984985,-55.7849998474,57,"-4","A","America/Halifax","airport","OurAirports"
"WHP",8220,"Whiteman Airport","Los Angeles","United States","WHP","KWHP",34.2593002319,-118.413002014,1003,"-8","A","America/Los_Angeles","airport","OurAirports"
"MAE",8221,"Madera Municipal Airport","Madera","United States","MAE","KMAE",36.9886016846,-120.111999512,255,"-8","A","America/Los_Angeles","airport","OurAirports"
"YZZ",8223,"Trail Airport","Trail","Canada","YZZ","CAD4",49.0555992126,-117.60900116,1427,"-8","A","America/Vancouver","airport","OurAirports"
"YAB",8225,"Old Arctic Bay Airport","Arctic Bay","Canada","YAB","CJX7",73.0058922479,-85.0325489044,100,"-6","A","America/Winnipeg","airport","OurAirports"
"GSI",8228,"Grand-Santi Airport","Grand-Santi","French Guiana","GSI","SOGS",4.285833,-54.373056,207,"-3","S","America/Cayenne","airport","OurAirports"
"MPY",8229,"Maripasoula Airport","Maripasoula","French Guiana","MPY","SOOA",3.6575,-54.037201,406,"-3","S","America/Cayenne","airport","OurAirports"
"LDX",8230,"Saint-Laurent-du-Maroni Airport","Saint-Laurent-du-Maroni","French Guiana","LDX","SOOM",5.48306,-54.034401,16,"-3","S","America/Cayenne","airport","OurAirports"
"KJI",8233,"Kanas Airport","Burqin","China","KJI","ZWKN",48.2223,86.9959,3921,"8","U","Asia/Shanghai","airport","OurAirports"
"CPB",8234,"Capurganá Airport","Capurgana","Colombia","CPB","SKCA",8.63333,-77.35,49,"-5","S","America/Bogota","airport","OurAirports"
"HMB",8235,"Sohag International Airport","Sohag","Egypt","HMB","HEMK",26.342778,31.742778,310,"2","E","Africa/Cairo","airport","OurAirports"
"RVY",8236,"Presidente General Don Oscar D. Gestido International Airport","Rivera","Uruguay","RVY","SURV",-30.9745998382568,-55.4762001037598,712,"-3","S","America/Montevideo","airport","OurAirports"
"POJ",8237,"Patos de Minas Airport","Patos de Minas","Brazil","POJ","SNPD",-18.6728000640869,-46.4911994934082,2793,"-3","S","America/Sao_Paulo","airport","OurAirports"
"JTC",8238,"Bauru - Arealva Airport","Bauru","Brazil","JTC","SJTC",-22.1668591409,-49.0502866745,1949,"-3","S","America/Sao_Paulo","airport","OurAirports"
"OIA",8239,"Ourilândia do Norte Airport","Ourilandia do Norte","Brazil","OIA","SDOW",-6.76310014725,-51.0499000549,901,"-3","S","America/Belem","airport","OurAirports"
"RDC",8240,"Redenção Airport","Redencao","Brazil","RDC","SNDC",-8.03328990936279,-49.9799003601074,670,"-3","S","America/Belem","airport","OurAirports"
"SXX",8241,"São Félix do Xingu Airport","Sao Felix do Xingu","Brazil","SXX","SNFX",-6.6413,-51.9523,656,"-3","S","America/Belem","airport","OurAirports"
"BYO",8242,"Bonito Airport","Bointo","Brazil","BYO","SJDB",-21.247299,-56.452499,1180,"-4","S","America/Campo_Grande","airport","OurAirports"
"SXO",8243,"São Félix do Araguaia Airport","Sao Felix do Araguaia","Brazil","SXO","SWFX",-11.632399559021,-50.6896018981934,650,"-4","S","America/Campo_Grande","airport","OurAirports"
"CFC",8244,"Caçador Airport","Cacador","Brazil","CFC","SBCD",-26.78840065,-50.9398002625,3376,"-3","S","America/Sao_Paulo","airport","OurAirports"
"CAF",8245,"Carauari Airport","Carauari","Brazil","CAF","SWCA",-4.87152004241943,-66.8974990844727,355,"-4","S","America/Boa_Vista","airport","OurAirports"
"ERN",8247,"Eirunepé Airport","Eirunepe","Brazil","ERN","SWEI",-6.63953018188477,-69.8797988891602,412,"-4","S","America/Boa_Vista","airport","OurAirports"
"CCI",8248,"Concórdia Airport","Concordia","Brazil","CCI","SSCK",-27.1805992126465,-52.0527000427246,2461,"-3","S","America/Sao_Paulo","airport","OurAirports"
"FBE",8249,"Francisco Beltrão Airport","Francisco Beltrao","Brazil","FBE","SSFB",-26.0592002868652,-53.0634994506836,2100,"-3","S","America/Sao_Paulo","airport","OurAirports"
"CFO",8250,"Confresa Airport","Confresa","Brazil","CFO","SJHG",-10.6344003677368,-51.5635986328125,781,"-4","S","America/Campo_Grande","airport","OurAirports"
"AAF",8252,"Apalachicola Regional Airport","Apalachicola","United States","AAF","KAAF",29.72750092,-85.02749634,20,"-5","A","America/New_York","airport","OurAirports"
"UMU",8253,"Umuarama Airport","Umuarama","Brazil","UMU","SSUM",-23.7987003326416,-53.3138008117676,1558,"-3","S","America/Sao_Paulo","airport","OurAirports"
"DTI",8254,"Diamantina Airport","Diamantina","Brazil","DTI","SNDT",-18.232000351,-43.6503982544,4446,"-3","S","America/Sao_Paulo","airport","OurAirports"
"FBA",8255,"Fonte Boa Airport","Fonte Boa","Brazil","FBA","SWOB",-2.53260993958,-66.0831985474,207,"-4","S","America/Boa_Vista","airport","OurAirports"
"OLC",8256,"Senadora Eunice Micheles Airport","Sao Paulo de Olivenca","Brazil","OLC","SDCG",-3.46792950765,-68.9204120636,335,"-4","S","America/Boa_Vista","airport","OurAirports"
"HUW",8257,"Humaitá Airport","Humaita","Brazil","HUW","SWHT",-7.53212022781,-63.072101593,230,"-4","S","America/Boa_Vista","airport","OurAirports"
"IRZ",8258,"Tapuruquara Airport","Santa Isabel do Rio Negro","Brazil","IRZ","SWTP",-0.3786,-64.9923,223,"-4","S","America/Boa_Vista","airport","OurAirports"
"ORX",8259,"Oriximiná Airport","Oriximina","Brazil","ORX","SNOX",-1.71407997608185,-55.8362007141113,262,"-3","S","America/Belem","airport","OurAirports"
"UNA",8260,"Hotel Transamérica Airport","Una","Brazil","UNA","SBTC",-15.3551998138,-38.9990005493,20,"-3","S","America/Fortaleza","airport","OurAirports"
"TEF",8265,"Telfer Airport","Telfer","Australia","TEF","YTEF",-21.7150001525879,122.228996276855,970,"8","N","Australia/Perth","airport","OurAirports"
"GZP",8266,"Gazipaşa Airport","Alanya","Turkey","GZP","LTGP",36.299217,32.300598,86,"3","E","Europe/Istanbul","airport","OurAirports"
"OAA",8267,"Shank Air Base","Shank","Afghanistan","OAA","OASH",33.9225,69.0772222222,6890,"4.5","N","Asia/Kabul","airport","OurAirports"
"FPR",8274,"St Lucie County International Airport","Fort Pierce","United States","FPR","KFPR",27.49510002,-80.36830139,24,"-5","A","America/New_York","airport","OurAirports"
"PYM",8277,"Plymouth Municipal Airport","Plymouth","United States","PYM","KPYM",41.909,-70.728798,148,"-5","A","America/New_York","airport","OurAirports"
"NCO",8278,"Quonset State Airport","North Kingstown","United States","NCO","KOQU",41.597099304199,-71.412101745605,18,"-5","A","America/New_York","airport","OurAirports"
"OWD",8280,"Norwood Memorial Airport","Norwood","United States","OWD","KOWD",42.1904983521,-71.1728973389,49,"-5","A","America/New_York","airport","OurAirports"
"BAF",8281,"Westfield-Barnes Regional Airport","Westfield","United States","BAF","KBAF",42.157799,-72.715599,271,"-5","A","America/New_York","airport","OurAirports"
"MGJ",8283,"Orange County Airport","Montgomery","United States","MGJ","KMGJ",41.50999832,-74.26460266,364,"-5","A","America/New_York","airport","OurAirports"
"HAR",8284,"Capital City Airport","Harrisburg","United States","HAR","KCXY",40.2170982361,-76.8515014648,347,"-5","A","America/New_York","airport","OurAirports"
"DXR",8286,"Danbury Municipal Airport","Danbury","United States","DXR","KDXR",41.3714981079,-73.4822006226,458,"-5","A","America/New_York","airport","OurAirports"
"ASH",8287,"Boire Field","Nashua","United States","ASH","KASH",42.7817001343,-71.5148010254,199,"-5","A","America/New_York","airport","OurAirports"
"LWM",8288,"Lawrence Municipal Airport","Lawrence","United States","LWM","KLWM",42.7172012329,-71.1233978271,148,"-5","A","America/New_York","airport","OurAirports"
"OXC",8289,"Waterbury Oxford Airport","Oxford","United States","OXC","KOXC",41.47859954834,-73.135200500488,726,"-5","A","America/New_York","airport","OurAirports"
"RMG",8294,"Richard B Russell Airport","Rome","United States","RMG","KRMG",34.3506011963,-85.1579971313,644,"-5","A","America/New_York","airport","OurAirports"
"GAD",8295,"Northeast Alabama Regional Airport","Gadsden","United States","GAD","KGAD",33.972599,-86.088996,569,"-6","A","America/Chicago","airport","OurAirports"
"WDR",8297,"Barrow County Airport","Winder","United States","WDR","KWDR",33.98289871,-83.66739655,943,"-5","A","America/New_York","airport","OurAirports"
"DNN",8299,"Dalton Municipal Airport","Dalton","United States","DNN","KDNN",34.72290039,-84.87020111,709,"-5","A","America/New_York","airport","OurAirports"
"LGC",8302,"LaGrange Callaway Airport","LaGrange","United States","LGC","KLGC",33.0089,-85.072601,693,"-5","A","America/New_York","airport","OurAirports"
"PIM",8305,"Harris County Airport","Pine Mountain","United States","PIM","KPIM",32.8406982422,-84.8824005127,902,"-5","A","America/New_York","airport","OurAirports"
"GVL",8308,"Lee Gilmer Memorial Airport","Gainesville","United States","GVL","KGVL",34.27259827,-83.8302002,1276,"-5","A","America/New_York","airport","OurAirports"
"PHD",8312,"Harry Clever Field","New Philadelpha","United States","PHD","KPHD",40.470901489258,-81.419700622559,894,"-5","A","America/New_York","airport","OurAirports"
"HHH",8314,"Hilton Head Airport","Hilton Head Island","United States","HHH","KHXD",32.2243995667,-80.6975021362,19,"-5","A","America/New_York","airport","OurAirports"
"DNL",8318,"Daniel Field","Augusta","United States","DNL","KDNL",33.4664993286,-82.0393981934,423,"-5","A","America/New_York","airport","OurAirports"
"MRN",8319,"Foothills Regional Airport","Morganton","United States","MRN","KMRN",35.820202,-81.611397,1270,"-5","A","America/New_York","airport","OurAirports"
"PVL",8320,"Pike County-Hatcher Field","Pikeville","United States","PVL","KPBX",37.5617981,-82.56639862,1473,"-5","A","America/New_York","airport","OurAirports"
"TOC",8322,"Toccoa Airport - R.G. Letourneau Field","Toccoa","United States","TOC","KTOC",34.59379959,-83.29579926,996,"-5","A","America/New_York","airport","OurAirports"
"PLV",8328,"Suprunovka Airport","Poltava","Ukraine","PLV","UKHP",49.5685997009277,34.3972015380859,505,"2","U","Europe/Kiev","airport","OurAirports"
"WUU",8332,"Wau Airport","Wau","Sudan","WUU","HSWW",7.72583007812,27.9750003815,1529,"3","U","Africa/Juba","airport","OurAirports"
"HUE",8333,"Humera Airport","Humera","Ethiopia","HUE","HAHU",14.25,36.5830001831055,1930,"3","U","Africa/Addis_Ababa","airport","OurAirports"
"OYL",8334,"Moyale Airport","Moyale","Kenya","OYL","HKMY",3.46972,39.101398,2790,"3","U","Africa/Nairobi","airport","OurAirports"
"OZG",8335,"Zagora Airport","Zagora","Morocco","OZG","GMAZ",30.3202991486,-5.86667013168,2631,"0","U","Africa/Casablanca","airport","OurAirports"
"WYE",8336,"Yengema Airport","Yengema","Sierra Leone","WYE","GFYE",8.61046981811523,-11.0453996658325,1300,"0","U","Africa/Freetown","airport","OurAirports"
"GBK",8337,"Gbangbatok Airport","Gbangbatok","Sierra Leone","GBK","GFGK",7.76700019836426,-12.3830003738403,75,"0","U","Africa/Freetown","airport","OurAirports"
"THX",8340,"Turukhansk Airport","Turukhansk","Russia","THX","UOTT",65.797203064,87.9353027344,128,"7","N","Asia/Krasnoyarsk","airport","OurAirports"
"TGP",8341,"Podkamennaya Tunguska Airport","Bor","Russia","TGP","UNIP",61.589699,89.994003,213,"7","N","Asia/Krasnoyarsk","airport","OurAirports"
"AFW",8342,"Fort Worth Alliance Airport","Fort Worth","United States","AFW","KAFW",32.9875984192,-97.3188018799,722,"-6","A","America/Chicago","airport","OurAirports"
"RMK",8348,"Renmark Airport","Renmark","Australia","RMK","YREN",-34.1963996887207,140.67399597168,115,"9.5","O","Australia/Adelaide","airport","OurAirports"
"LGH",8349,"Leigh Creek Airport","Leigh Creek","Australia","LGH","YLEC",-30.5983009338379,138.425994873047,856,"9.5","O","Australia/Adelaide","airport","OurAirports"
"RTS",8352,"Rottnest Island Airport","Rottnest Island","Australia","RTS","YRTI",-32.006699,115.540001,12,"8","O","Australia/Perth","airport","OurAirports"
"FOS",8353,"Forrest Airport","Forrest","Australia","FOS","YFRT",-30.8381004333496,128.115005493164,511,"8","O","Australia/Perth","airport","OurAirports"
"KEW",8355,"Keewaywin Airport","Keewaywin","Canada","KEW","CPV8",52.9911003113,-92.8364028931,988,"-6","A","America/Winnipeg","airport","OurAirports"
"YSP",8356,"Marathon Airport","Marathon","Canada","YSP","CYSP",48.755298614502,-86.3443984985352,1035,"-5","A","America/Toronto","airport","OurAirports"
"YHF",8357,"Hearst René Fontaine Municipal Airport","Hearst","Canada","YHF","CYHF",49.7141990661621,-83.6860961914062,827,"-5","A","America/Toronto","airport","OurAirports"
"YHN",8358,"Hornepayne Municipal Airport","Hornepayne","Canada","YHN","CYHN",49.1930999755859,-84.758903503418,1099,"-5","A","America/Toronto","airport","OurAirports"
"YKX",8359,"Kirkland Lake Airport","Kirkland Lake","Canada","YKX","CYKX",48.2103004455566,-79.9813995361328,1157,"-5","A","America/Toronto","airport","OurAirports"
"YMG",8360,"Manitouwadge Airport","Manitouwadge","Canada","YMG","CYMG",49.0839004516602,-85.8606033325195,1198,"-5","A","America/Toronto","airport","OurAirports"
"YXZ",8361,"Wawa Airport","Wawa","Canada","YXZ","CYXZ",47.9667015075684,-84.7866973876953,942,"-5","A","America/Toronto","airport","OurAirports"
"YEM",8362,"Manitoulin East Municipal Airport","Manitowaning","Canada","YEM","CYEM",45.8428001403809,-81.8581008911133,869,"-5","A","America/Toronto","airport","OurAirports"
"LWC",8366,"Lawrence Municipal Airport","Lawrence","United States","LWC","KLWC",39.01119995,-95.21659851,833,"-6","A","America/Chicago","airport","OurAirports"
"PPM",8379,"Pompano Beach Airpark","Pompano Beach","United States","PPM","KPMP",26.247100830078,-80.111099243164,19,"-5","A","America/New_York","airport","OurAirports"
"XMC",8380,"Mallacoota Airport","Mallacoota","Australia","XMC","YMCO",-37.5983009338379,149.720001220703,31,"10","U","Australia/Hobart","airport","OurAirports"
"ULH",8381,"Majeed Bin Abdulaziz Airport","Al-Ula","Saudi Arabia","ULH","OEAO",26.48,38.1288888889,2050,"3","N","Asia/Riyadh","airport","OurAirports"
"YUE",8395,"Yuendumu Airport","Yuendumu","Australia","YUE","YYND",-22.2541999816895,131.781997680664,2205,"9.5","O","Australia/Darwin","airport","OurAirports"
"LOP",8401,"Lombok International Airport","Praya","Indonesia","LOP","WADL",-8.757322,116.276675,319,"8","N","Asia/Makassar","airport","OurAirports"
"ZMH",8404,"South Cariboo Region / 108 Mile Airport","108 Mile Ranch","Canada","ZMH","CZML",51.7360992432,-121.333000183,3126,"-8","A","America/Vancouver","airport","OurAirports"
"HDG",8407,"Handan Airport","Handan","China","HDG","ZBHD",36.5258333333,114.425555556,229,"8","N","Asia/Shanghai","airport","OurAirports"
"LOZ",8410,"London-Corbin Airport/Magee Field","London","United States","LOZ","KLOZ",37.0821990967,-84.0848999023,1212,"-5","A","America/New_York","airport","OurAirports"
"FBG",8412,"Simmons Army Air Field","Fredericksburg","United States","FBG","KFBG",35.13180161,-78.93669891,244,"-5","A","America/New_York","airport","OurAirports"
"WMI",8414,"Modlin Airport","Warsaw","Poland","WMI","EPMO",52.451099,20.6518,341,"1","E","Europe/Warsaw","airport","OurAirports"
"JXA",8417,"Jixi Xingkaihu Airport","Jixi","China","JXA","ZYJX",45.293,131.193,760,"8","N","Asia/Shanghai","airport","OurAirports"
"JDG",8419,"Jeongseok Airport","Seogwipo","South Korea","JDG","RKPD",33.3996009827,126.711997986,1171,"9","U","Asia/Seoul","airport","OurAirports"
"YGM",8423,"Gimli Industrial Park Airport","Gimli","Canada","YGM","CYGM",50.628101348877,-97.0432968139648,753,"-6","A","America/Winnipeg","airport","OurAirports"
"EYK",8428,"Beloyarskiy Airport","Beloyarsky","Russia","EYK","USHY",63.686901,66.698601,82,"5","N","Asia/Yekaterinburg","airport","OurAirports"
"RAC",8430,"John H Batten Airport","Racine","United States","RAC","KRAC",42.7606010437,-87.8152008057,674,"-6","A","America/Chicago","airport","OurAirports"
"RZP",8431,"Cesar Lim Rodriguez Airport","Taytay","Philippines","RZP","RPSD",10.81874,119.507697,80,"8","U","Asia/Manila","airport","OurAirports"
"RKZ",8442,"Shigatse Air Base","Shigatse","China","RKZ","ZURK",29.3519,89.311401,3782,"8","N","Asia/Shanghai","airport","OurAirports"
"TIW",8446,"Tacoma Narrows Airport","Tacoma","United States","TIW","KTIW",47.26789856,-122.5780029,294,"-8","A","America/Los_Angeles","airport","OurAirports"
"GUF",8460,"Jack Edwards Airport","Gulf Shores","United States","GUF","KJKA",30.29050064,-87.67179871,17,"-6","A","America/Chicago","airport","OurAirports"
"IBB",8461,"General Villamil Airport","Isabela","Ecuador","IBB","SEII",-0.942628026009,-90.9530029297,35,"-6","N","Pacific/Galapagos","airport","OurAirports"
"HMJ",8468,"Khmelnytskyi Airport","Khmeinitskiy","Ukraine","HMJ","UKLH",49.359699,26.933399,1150,"2","E","Europe/Kiev","airport","OurAirports"
"HIW",8469,"Hiroshimanishi Airport","Hiroshima","Japan","HIW","RJBH",34.3669013977051,132.414001464844,15,"9","N","Asia/Tokyo","airport","OurAirports"
"KYI",8472,"Yalata Mission Airport","Yalata","Australia","KYI","YYTA",-31.4706001281738,131.824996948242,0,"9.5","O","Australia/Adelaide","airport","OurAirports"
"HZL",8473,"Hazleton Municipal Airport","Hazleton","United States","HZL","KHZL",40.9868011475,-75.9949035645,1603,"-5","A","America/New_York","airport","OurAirports"
"CBE",8474,"Greater Cumberland Regional Airport","Cumberland","United States","CBE","KCBE",39.615398407,-78.7609024048,775,"-5","A","America/New_York","airport","OurAirports"
"WYN",8476,"Wyndham Airport","Wyndham","Australia","WYN","YWYM",-15.5114002227783,128.15299987793,14,"8","U","Australia/Perth","airport","OurAirports"
"YBO",8477,"Bob Quinn Lake Airport","Bob Quinn Lake","Canada","YBO","CBW4",56.9667015076,-130.25,2000,"-8","U","America/Vancouver","airport","OurAirports"
"KLF",8482,"Grabtsevo Airport","Kaluga","Russia","KLF","UUBC",54.5499992371,36.3666687012,656,"3","N","Europe/Moscow","airport","OurAirports"
"LNR",8493,"Tri-County Regional Airport","Lone Rock","United States","LNR","KLNR",43.2117004395,-90.181602478,717,"-6","A","America/Chicago","airport","OurAirports"
"JOT",8496,"Joliet Regional Airport","Joliet","United States","JOT","KJOT",41.51779938,-88.17549896,582,"-6","A","America/Chicago","airport","OurAirports"
"VYS",8497,"Illinois Valley Regional Airport-Walter A Duncan Field","Peru","United States","VYS","KVYS",41.351898,-89.153099,654,"-6","A","America/Chicago","airport","OurAirports"
"JXN",8499,"Jackson County Reynolds Field","Jackson","United States","JXN","KJXN",42.2597999573,-84.4593963623,1001,"-5","A","America/New_York","airport","OurAirports"
"BBX",8504,"Wings Field","Philadelphia","United States","BBX","KLOM",40.1375007629,-75.2650985718,302,"-5","A","America/New_York","airport","OurAirports"
"OBE",8505,"Okeechobee County Airport","Okeechobee","United States","OBE","KOBE",27.2628002167,-80.8498001099,34,"-5","A","America/New_York","airport","OurAirports"
"SEF",8506,"Sebring Regional Airport","Sebring","United States","SEF","KSEF",27.45639992,-81.3423996,62,"-5","A","America/New_York","airport","OurAirports"
"AVO",8507,"Avon Park Executive Airport","Avon Park","United States","AVO","KAVO",27.59119987,-81.52780151,160,"-5","A","America/New_York","airport","OurAirports"
"GIF",8508,"Winter Haven Regional Airport - Gilbert Field","Winter Haven","United States","GIF","KGIF",28.062901,-81.753304,145,"-5","A","America/New_York","airport","OurAirports"
"ZPH",8509,"Zephyrhills Municipal Airport","Zephyrhills","United States","ZPH","KZPH",28.2282009125,-82.1558990479,90,"-5","A","America/New_York","airport","OurAirports"
"OCF",8510,"Ocala International Airport - Jim Taylor Field","Ocala","United States","OCF","KOCF",29.17259979,-82.22419739,90,"-5","A","America/New_York","airport","OurAirports"
"AIK",8515,"Aiken Regional Airport","Aiken","United States","AIK","KAIK",33.649399,-81.684998,528,"-5","A","America/New_York","airport","OurAirports"
"CDN",8516,"Woodward Field","Camden","United States","CDN","KCDN",34.2835998535,-80.5649032593,302,"-5","A","America/New_York","airport","OurAirports"
"LBT",8517,"Lumberton Regional Airport","Lumberton","United States","LBT","KLBT",34.6099014282,-79.0594024658,126,"-5","A","America/New_York","airport","OurAirports"
"SOP",8519,"Moore County Airport","Pinehurst-Southern Pines","United States","SOP","KSOP",35.23740005,-79.3911972,455,"-5","A","America/New_York","airport","OurAirports"
"SVH",8526,"Statesville Regional Airport","Statesville","United States","SVH","KSVH",35.765300750732,-80.953903198242,968,"-5","A","America/New_York","airport","OurAirports"
"LHV",8532,"William T. Piper Memorial Airport","Lock Haven","United States","LHV","KLHV",41.13560104,-77.42230225,556,"-5","A","America/New_York","airport","OurAirports"
"BKL",8544,"Burke Lakefront Airport","Cleveland","United States","BKL","KBKL",41.5175018310547,-81.6832962036133,583,"-5","A","America/New_York","airport","OurAirports"
"DKK",8545,"Chautauqua County-Dunkirk Airport","Dunkirk","United States","DKK","KDKK",42.49330139,-79.27200317,693,"-5","A","America/New_York","airport","OurAirports"
"LLY",8548,"South Jersey Regional Airport","Mount Holly","United States","LLY","KVAY",39.9429016113,-74.845703125,53,"-5","A","America/New_York","airport","OurAirports"
"LDJ",8550,"Linden Airport","Linden","United States","LDJ","KLDJ",40.617401123,-74.2445983887,23,"-5","A","America/New_York","airport","OurAirports"
"ANQ",8553,"Tri State Steuben County Airport","Angola","United States","ANQ","KANQ",41.639702,-85.083504,995,"-5","A","America/New_York","airport","OurAirports"
"CLW",8565,"Clearwater Air Park","Clearwater","United States","CLW","KCLW",27.9766998291,-82.7586975098,71,"-5","A","America/New_York","airport","OurAirports"
"CGX",8593,"Chicago Meigs Airport","Chicago","United States","CGX","KCGX",41.8587989807129,-87.6079025268555,593,"-6","A","America/Chicago","airport","OurAirports"
"CRE",8604,"Grand Strand Airport","North Myrtle Beach","United States","CRE","KCRE",33.8116989136,-78.7238998413,32,"-5","A","America/New_York","airport","OurAirports"
"BXO",8613,"Buochs Airport","Buochs","Switzerland","BXO","LSZC",46.974444,8.396944,1475,"1","E","Europe/Zurich","airport","OurAirports"
"WBW",8625,"Wilkes Barre Wyoming Valley Airport","Wilkes-Barre","United States","WBW","KWBW",41.2971992493,-75.8511962891,545,"-5","A","America/New_York","airport","OurAirports"
"LNN",8626,"Willoughby Lost Nation Municipal Airport","Willoughby","United States","LNN","KLNN",41.6839981079,-81.3897018433,626,"-5","A","America/New_York","airport","OurAirports"
"UMD",8628,"Uummannaq Heliport","Uummannaq","Greenland","UMD","BGUM",70.6804279261,-52.1116304398,50,"-3","E","America/Godthab","airport","OurAirports"
"RLK",8630,"Bayannur Tianjitai Airport","Bayannur","China","RLK","ZBYZ",40.926,107.7428,3400,"8","U","Asia/Shanghai","airport","OurAirports"
"FFT",8631,"Capital City Airport","Frankfort","United States","FFT","KFFT",38.18249893,-84.90470123,806,"-5","A","America/New_York","airport","OurAirports"
"LEW",8632,"Auburn Lewiston Municipal Airport","Lewiston","United States","LEW","KLEW",44.048500061,-70.2835006714,288,"-5","A","America/New_York","airport","OurAirports"
"MRK",8641,"Marco Island Executive Airport","Marco Island Airport","United States","MRK","KMKY",25.995001,-81.672501,5,"-5","A","America/New_York","airport","OurAirports"
"DRE",8644,"Drummond Island Airport","Drummond Island","United States","DRE","KDRM",46.0093002319,-83.7438964844,668,"-5","A","America/New_York","airport","OurAirports"
"GDW",8646,"Gladwin Zettel Memorial Airport","Gladwin","United States","GDW","KGDW",43.9706001282,-84.4749984741,776,"-5","A","America/New_York","airport","OurAirports"
"MFI",8653,"Marshfield Municipal Airport","Marshfield","United States","MFI","KMFI",44.6369018555,-90.1893005371,1277,"-6","A","America/Chicago","airport","OurAirports"
"ISW",8654,"Alexander Field South Wood County Airport","Wisconsin Rapids","United States","ISW","KISW",44.3602981567,-89.8389968872,1021,"-6","A","America/Chicago","airport","OurAirports"
"CWI",8655,"Clinton Municipal Airport","Clinton","United States","CWI","KCWI",41.8311004639,-90.3291015625,708,"-6","A","America/Chicago","airport","OurAirports"
"BVY",8658,"Beverly Municipal Airport","Beverly","United States","BVY","KBVY",42.5842018127,-70.9164962769,107,"-5","A","America/New_York","airport","OurAirports"
"OSF",8661,"Ostafyevo International Airport","Moscow","Russia","OSF","UUMO",55.511667,37.507222,568,"3","N","Europe/Moscow","airport","OurAirports"
"YRQ",8663,"Trois-Rivières Airport","Trois Rivieres","Canada","YRQ","CYRQ",46.3527984619141,-72.6793975830078,199,"-5","A","America/Toronto","airport","OurAirports"
"POF",8664,"Poplar Bluff Municipal Airport","Poplar Bluff","United States","POF","KPOF",36.773899078369,-90.324897766113,331,"-6","A","America/Chicago","airport","OurAirports"
"EOK",8667,"Keokuk Municipal Airport","Keokuk","United States","EOK","KEOK",40.4598999023,-91.4284973145,671,"-6","A","America/Chicago","airport","OurAirports"
"PSL",8669,"Perth/Scone Airport","Perth","United Kingdom","PSL","EGPT",56.4392013549805,-3.37222003936768,397,"0","E","Europe/London","airport","OurAirports"
"STP",8681,"St Paul Downtown Holman Field","St. Paul","United States","STP","KSTP",44.9345016479492,-93.0599975585938,705,"-6","A","America/Chicago","airport","OurAirports"
